name,suspicion,confidence,author_questions,editor_roles,genders_tagged
Елена Заименко,woman_tagged_HE,high,16,0,HE
Ольга Степанянц,woman_tagged_HE,high,16,0,HE
Алевтина Сычева,woman_tagged_HE,medium,16,0,HE
Юлия Мещерякова,woman_tagged_HE,very high,15,0,HE
Маргарита Махрова,woman_tagged_HE,very high,1,14,HE
Ольга Потапова,woman_tagged_HE,very high,15,0,HE
Светлана Ланкина,woman_tagged_HE,very high,15,0,HE
Мария Пастухова,woman_tagged_HE,very high,15,0,HE
Виктория Ромашова,woman_tagged_HE,very high,15,0,HE
Ольга Ильина,woman_tagged_HE,very high,15,0,HE
Галина Лазарева,woman_tagged_HE,very high,15,0,HE
Алена Райгородецкая,woman_tagged_HE,very high,15,0,HE
Инна Непокрытова,woman_tagged_HE,very high,15,0,HE
Ольга Успанова,woman_tagged_HE,very high,15,0,HE
Екатерина Лосева,woman_tagged_HE,very high,15,0,HE
Екатерина Черняева,woman_tagged_HE,very high,1,14,HE
Анна Марковская,woman_tagged_HE,very high,1,14,HE
Ольга Семенцова,woman_tagged_HE,very high,15,0,HE
Виктория Корнеева,woman_tagged_HE,very high,1,14,HE
Ольга Амеличкина,woman_tagged_HE,very high,15,0,HE
Софья Окунь,woman_tagged_HE,high,15,0,HE
Татьяна Шаренко,woman_tagged_HE,high,1,14,HE
Елена Михайлик,woman_tagged_HE,high,15,0,HE
Полина Гершберг,woman_tagged_HE,high,15,0,HE
Ольга Кижло,woman_tagged_HE,high,15,0,HE
Светлана Новак,woman_tagged_HE,high,15,0,HE
Мария Лисяк,woman_tagged_HE,high,1,14,HE
Сильвина Иткинова,woman_tagged_HE,medium,15,0,HE
Елена Столярова,woman_tagged_HE,very high,14,0,HE
Мария Костина,woman_tagged_HE,very high,14,0,HE
Анна Чугреева,woman_tagged_HE,very high,13,1,HE
Ксения Рушинская,woman_tagged_HE,very high,14,0,HE
Ирина Галкина,woman_tagged_HE,very high,14,0,HE
Анна Голошубина,woman_tagged_HE,very high,14,0,HE
Евгения Ларионова,woman_tagged_HE,very high,14,0,HE
Юлия Познянская,woman_tagged_HE,very high,14,0,HE
Лиза Чалдаева,woman_tagged_HE,very high,14,0,HE
Ксения Захарова,woman_tagged_HE,very high,14,0,HE
Екатерина Филимонова,woman_tagged_HE,very high,14,0,HE
Ирина Клопова,woman_tagged_HE,very high,14,0,HE
Дарья Боткина,woman_tagged_HE,very high,14,0,HE
Елена Красникова,woman_tagged_HE,very high,14,0,HE
Дарья Шевцова,woman_tagged_HE,very high,2,12,HE
Надежда Корнишина,woman_tagged_HE,very high,0,14,HE
Тамара Корнеева,woman_tagged_HE,very high,0,14,HE
Ольга Укадер,woman_tagged_HE,high,14,0,HE
Ольга Деркач,woman_tagged_HE,high,14,0,HE
Ольга Вовк,woman_tagged_HE,high,14,0,HE
Мария Липшиц,woman_tagged_HE,high,14,0,HE
Юлия Шинкаренко,woman_tagged_HE,high,14,0,HE
Дина Михайленко,woman_tagged_HE,high,14,0,HE
Екатерина Эйзнер,woman_tagged_HE,high,0,14,HE
Людмила Угольнова,woman_tagged_HE,very high,13,0,HE
Алина Антипова,woman_tagged_HE,very high,13,0,HE
Елена Кисленкова,woman_tagged_HE,very high,13,0,HE
Маргарита Белкина,woman_tagged_HE,very high,13,0,HE
Анастасия Грибановская,woman_tagged_HE,very high,13,0,HE
Марина Дудоладова,woman_tagged_HE,very high,13,0,HE
Юлия Кулакова,woman_tagged_HE,very high,13,0,HE
Татьяна Мозолева,woman_tagged_HE,very high,13,0,HE
Ирина Горячева,woman_tagged_HE,very high,13,0,HE
Татьяна Чеманова,woman_tagged_HE,very high,13,0,HE
Ирина Жаркова,woman_tagged_HE,very high,13,0,HE
Светлана Запорникова,woman_tagged_HE,very high,13,0,HE
Светлана Калинковская,woman_tagged_HE,very high,13,0,HE
Евгения Семенюк,woman_tagged_HE,high,13,0,HE
Елена Штепан,woman_tagged_HE,high,13,0,HE
Людмила Сидоренко,woman_tagged_HE,high,13,0,HE
Марина Мацкевич,woman_tagged_HE,high,13,0,HE
Наталья Фельдман,woman_tagged_HE,high,13,0,HE
Марьяна Зборовская,woman_tagged_HE,medium,13,0,HE
Мария Сергушичева,woman_tagged_HE,very high,12,0,HE
Евгения Сальникова,woman_tagged_HE,very high,12,0,HE
Евгения Мухачёва,woman_tagged_HE,very high,12,0,HE
Мария Карпова,woman_tagged_HE,very high,12,0,HE
Светлана Сорокина,woman_tagged_HE,very high,12,0,HE
Ольга Чепанова,woman_tagged_HE,very high,12,0,HE
Мария Фролова,woman_tagged_HE,very high,12,0,HE
Евгения Крутинина,woman_tagged_HE,very high,12,0,HE
Мария Томашевская,woman_tagged_HE,very high,11,1,HE
Клавдия Карпачёва,woman_tagged_HE,very high,12,0,HE
Ирина Емельянова,woman_tagged_HE,very high,12,0,HE
Анна Варшавская,woman_tagged_HE,very high,12,0,HE
Ольга Богатова,woman_tagged_HE,very high,12,0,HE
Анна Зиборова,woman_tagged_HE,very high,12,0,HE
Ирина Браиловская,woman_tagged_HE,very high,12,0,HE
Юлия Фейгина,woman_tagged_HE,very high,12,0,HE
Ирина Буковцева,woman_tagged_HE,very high,12,0,HE
Олеся Покорная,woman_tagged_HE,very high,12,0,HE
Ольга Гриднева,woman_tagged_HE,very high,12,0,HE
Галина Макарова,woman_tagged_HE,very high,12,0,HE
Ирина Бряхнэ,woman_tagged_HE,high,12,0,HE
Ирина Вахрив,woman_tagged_HE,high,12,0,HE
Елена Дубровнер,woman_tagged_HE,high,12,0,HE
Юлия Кальменс,woman_tagged_HE,high,12,0,HE
Татьяна Землеруб,woman_tagged_HE,high,12,0,HE
Светлана Соловых,woman_tagged_HE,high,12,0,HE
Елена Колчак,woman_tagged_HE,high,12,0,HE
Елена Шибут,woman_tagged_HE,high,12,0,HE
Ирина Кириченко,woman_tagged_HE,high,12,0,HE
Катя Слоненко,woman_tagged_HE,high,12,0,HE
Алиса Балина,woman_tagged_HE,medium,12,0,HE
Ирина Зосимова,woman_tagged_HE,very high,11,0,HE
Екатерина Миротина,woman_tagged_HE,very high,11,0,HE
Марина Крылова,woman_tagged_HE,very high,11,0,HE
Екатерина Дворядкина,woman_tagged_HE,very high,11,0,HE
Юлия Жоголева,woman_tagged_HE,very high,11,0,HE
Елена Завьялова,woman_tagged_HE,very high,11,0,HE
Анна Ефремова,woman_tagged_HE,very high,11,0,HE
Анна Герасимова,woman_tagged_HE,very high,11,0,HE
Нина Животовская,woman_tagged_HE,very high,11,0,HE
Елена Дуванова,woman_tagged_HE,very high,11,0,HE
Елена Межнева,woman_tagged_HE,very high,11,0,HE
Анастасия Дёмкина,woman_tagged_HE,very high,11,0,HE
Евгения Духопельникова,woman_tagged_HE,very high,11,0,HE
Марина Мытрова,woman_tagged_HE,very high,11,0,HE
Ульяна Менчикова,woman_tagged_HE,very high,11,0,HE
Дарья Кондратьева,woman_tagged_HE,very high,11,0,HE
Варвара Секова,woman_tagged_HE,very high,11,0,HE
Елена Полонская,woman_tagged_HE,very high,10,1,HE
Татьяна Суконкина,woman_tagged_HE,very high,11,0,HE
Ольга Зарецкова,woman_tagged_HE,very high,11,0,HE
Светлана Горская,woman_tagged_HE,very high,11,0,HE
Ольга Павлова,woman_tagged_HE,very high,11,0,HE
Анна Кобзарева,woman_tagged_HE,very high,11,0,HE
Анастасия Муратова,woman_tagged_HE,very high,11,0,HE
Елена Ханенкова,woman_tagged_HE,very high,11,0,HE
Жанна Зосимова,woman_tagged_HE,very high,11,0,HE
Татьяна Волковая,woman_tagged_HE,high,11,0,HE
Елена Даскал,woman_tagged_HE,high,11,0,HE
Дарья Данилевич,woman_tagged_HE,high,11,0,HE
Мария Шмилевич,woman_tagged_HE,high,10,1,HE
Ирина Урвант,woman_tagged_HE,high,11,0,HE
Ольга Клочко,woman_tagged_HE,high,11,0,HE
Ирина Борисенко,woman_tagged_HE,high,11,0,HE
Эльмира Бугазова,woman_tagged_HE,medium,11,0,HE
Джамиля Азизова,woman_tagged_HE,medium,11,0,HE
Елена Грунтова,woman_tagged_HE,very high,10,0,HE
Марина Курусева,woman_tagged_HE,very high,10,0,HE
Юлия Луговская,woman_tagged_HE,very high,10,0,HE
Влада Батыгина,woman_tagged_HE,very high,10,0,HE
Евгения Чертанова,woman_tagged_HE,very high,10,0,HE
Маргарита Макарова,woman_tagged_HE,very high,10,0,HE
Ксения Батуева,woman_tagged_HE,very high,10,0,HE
Ольга Пряжникова,woman_tagged_HE,very high,10,0,HE
Елена Павлова,woman_tagged_HE,very high,10,0,HE
Мария Ильина,woman_tagged_HE,very high,10,0,HE
Юля Устюжанина,woman_tagged_HE,very high,10,0,HE
Евгения Пятигорская,woman_tagged_HE,very high,10,0,HE
Мария Наумова,woman_tagged_HE,very high,10,0,HE
Римма Затковецкая,woman_tagged_HE,very high,10,0,HE
Гузель Файзуллина,woman_tagged_HE,very high,10,0,HE
Дарья Ерастова,woman_tagged_HE,very high,10,0,HE
Варвара Нилова,woman_tagged_HE,very high,10,0,HE
Марина Родина,woman_tagged_HE,very high,10,0,HE
Ангелина Каблова,woman_tagged_HE,very high,10,0,HE
Ольга Айдакова,woman_tagged_HE,very high,10,0,HE
Ольга Шестопалова,woman_tagged_HE,very high,10,0,HE
Анна Лущик,woman_tagged_HE,high,10,0,HE
Наталья Кравченко,woman_tagged_HE,high,10,0,HE
Римма Ионтель,woman_tagged_HE,high,10,0,HE
Елизавета Штефан,woman_tagged_HE,high,10,0,HE
Анна Черкун,woman_tagged_HE,high,10,0,HE
Юлия Люлько,woman_tagged_HE,high,10,0,HE
Ирина Крискович,woman_tagged_HE,high,10,0,HE
Людмила Бабич,woman_tagged_HE,high,10,0,HE
Анастасия Мартыненко,woman_tagged_HE,high,10,0,HE
Анна Шмульян,woman_tagged_HE,high,10,0,HE
Мария Губарь,woman_tagged_HE,high,10,0,HE
Нина Гулевич,woman_tagged_HE,high,10,0,HE
Вениамина Дысина,woman_tagged_HE,medium,10,0,HE
Ирина Андропова,woman_tagged_HE,very high,9,0,HE
Елена Емельянова,woman_tagged_HE,very high,9,0,HE
Дарья Макушова,woman_tagged_HE,very high,9,0,HE
Оксана Верпатова,woman_tagged_HE,very high,9,0,HE
Арина Васильева,woman_tagged_HE,very high,9,0,HE
Наталия Бурнина,woman_tagged_HE,very high,9,0,HE
Евгения Раскина,woman_tagged_HE,very high,9,0,HE
Мария Баранчикова,woman_tagged_HE,very high,9,0,HE
Елизавета Кузнецова,woman_tagged_HE,very high,9,0,HE
Наталья Ермакова,woman_tagged_HE,very high,9,0,HE
Наталья Орлова,woman_tagged_HE,very high,9,0,HE
Татьяна Яковлева,woman_tagged_HE,very high,9,0,HE
Светлана Савинова,woman_tagged_HE,very high,9,0,HE
Анна Пущанская,woman_tagged_HE,very high,9,0,HE
Ольга Клушина,woman_tagged_HE,very high,9,0,HE
Ольга Малышкина,woman_tagged_HE,very high,9,0,HE
Сабина Печаткина,woman_tagged_HE,very high,9,0,HE
Галина Прибыткова,woman_tagged_HE,very high,9,0,HE
Наталья Островская,woman_tagged_HE,very high,9,0,HE
Елена Архангельская,woman_tagged_HE,very high,9,0,HE
Лилия Хузеева,woman_tagged_HE,very high,9,0,HE
Евгения Демьянцева,woman_tagged_HE,very high,9,0,HE
Ольга Александрова,woman_tagged_HE,very high,9,0,HE
Дарья Соловей,woman_tagged_HE,high,8,1,HE
Елена Ковальчук,woman_tagged_HE,high,9,0,HE
Ольга Симоненко,woman_tagged_HE,high,9,0,HE
Людмила Быстрая,woman_tagged_HE,high,9,0,HE
Людмила Околович,woman_tagged_HE,high,9,0,HE
Мария Лукьяненко,woman_tagged_HE,high,9,0,HE
Лидия Иличко,woman_tagged_HE,high,9,0,HE
Ольга Ярмош,woman_tagged_HE,high,9,0,HE
Мария Могильда,woman_tagged_HE,high,9,0,HE
Полина Тименчик,woman_tagged_HE,high,9,0,HE
Яна Петрушкевич,woman_tagged_HE,high,9,0,HE
Наталия Хараг,woman_tagged_HE,high,9,0,HE
Анна Свиженко,woman_tagged_HE,high,9,0,HE
Елена Приймак,woman_tagged_HE,high,9,0,HE
Анна Терещенко,woman_tagged_HE,high,9,0,HE
Наталия Кокозмладшая,woman_tagged_HE,high,9,0,HE
Елена Вит,woman_tagged_HE,high,9,0,HE
Александра Зайцева,woman_tagged_HE,medium,9,0,HE
Ольга Нечаева,woman_tagged_HE,very high,8,0,HE
Екатерина Батракова,woman_tagged_HE,very high,8,0,HE
Юлия Назина,woman_tagged_HE,very high,8,0,HE
Мария Чамаева,woman_tagged_HE,very high,8,0,HE
Татьяна Верясова,woman_tagged_HE,very high,8,0,HE
Анна Гнилицкая,woman_tagged_HE,very high,8,0,HE
Мария Кулагина,woman_tagged_HE,very high,8,0,HE
Елизавета Феофилова,woman_tagged_HE,very high,8,0,HE
Елена Жесткова,woman_tagged_HE,very high,8,0,HE
Анна Ефимова,woman_tagged_HE,very high,8,0,HE
Юлия Краевская,woman_tagged_HE,very high,8,0,HE
Марина Олемская,woman_tagged_HE,very high,8,0,HE
Вера Звягинцева,woman_tagged_HE,very high,8,0,HE
Алёна Лабинцева,woman_tagged_HE,very high,8,0,HE
Екатерина Афанасьева,woman_tagged_HE,very high,8,0,HE
Екатерина Соколова,woman_tagged_HE,very high,8,0,HE
Людмила Батуева,woman_tagged_HE,very high,8,0,HE
Елена Богомолова,woman_tagged_HE,very high,8,0,HE
Анна Куликова,woman_tagged_HE,very high,8,0,HE
Анастасия Тимофеева,woman_tagged_HE,very high,8,0,HE
Юлия Тявкина,woman_tagged_HE,very high,8,0,HE
Татьяна Великанова,woman_tagged_HE,very high,8,0,HE
Евгения Линцова,woman_tagged_HE,very high,8,0,HE
Дарья Филиппова,woman_tagged_HE,very high,8,0,HE
Виолетта Стрелкова,woman_tagged_HE,very high,8,0,HE
Ирина Соколова,woman_tagged_HE,very high,8,0,HE
Диана Хабибулина,woman_tagged_HE,very high,8,0,HE
Екатерина Бороздина,woman_tagged_HE,very high,8,0,HE
Майя Титова,woman_tagged_HE,very high,8,0,HE
Наталья Куненкова,woman_tagged_HE,very high,7,1,HE
Дина Кошмухамбетова,woman_tagged_HE,very high,8,0,HE
Зинаида Бондарь,woman_tagged_HE,high,8,0,HE
Марина Дунец,woman_tagged_HE,high,8,0,HE
Жанна Лысенко,woman_tagged_HE,high,8,0,HE
Маргарита Василашку,woman_tagged_HE,high,8,0,HE
Маргарита Бокштейн,woman_tagged_HE,high,8,0,HE
Юлия Ткаченко,woman_tagged_HE,high,8,0,HE
Нина Герцен,woman_tagged_HE,high,8,0,HE
Наталья Байрак,woman_tagged_HE,high,8,0,HE
Наталья Пушко,woman_tagged_HE,high,8,0,HE
Ольга Меланчук,woman_tagged_HE,high,8,0,HE
Екатерина Слива,woman_tagged_HE,high,8,0,HE
Наталия Лев,woman_tagged_HE,high,8,0,HE
Инна Фердман,woman_tagged_HE,high,8,0,HE
Ольга Соколик,woman_tagged_HE,high,8,0,HE
Виктория Моключенко,woman_tagged_HE,high,8,0,HE
Елена Ткаченко,woman_tagged_HE,high,8,0,HE
Мария Любчик,woman_tagged_HE,high,8,0,HE
Эля Волкова,woman_tagged_HE,medium,8,0,HE
Алеся Кузнецова,woman_tagged_HE,medium,8,0,HE
Екатерина Шевцова,woman_tagged_HE,very high,7,0,HE
Ольга Ширяева,woman_tagged_HE,very high,7,0,HE
Мария Палехова,woman_tagged_HE,very high,7,0,HE
Евгения Васильева,woman_tagged_HE,very high,7,0,HE
Наталья Кузьмина,woman_tagged_HE,very high,7,0,HE
Ольга Сергеева,woman_tagged_HE,very high,7,0,HE
Мария Колышкина,woman_tagged_HE,very high,7,0,HE
Ольга Константинова,woman_tagged_HE,very high,7,0,HE
Татьяна Тощакова,woman_tagged_HE,very high,7,0,HE
Нина Семушина,woman_tagged_HE,very high,7,0,HE
Наталья Новикова,woman_tagged_HE,very high,7,0,HE
Татьяна Рыбкина,woman_tagged_HE,very high,7,0,HE
Татьяна Денисова,woman_tagged_HE,very high,7,0,HE
Елизавета Малкова,woman_tagged_HE,very high,7,0,HE
Регина Субханкулова,woman_tagged_HE,very high,7,0,HE
Марина Шевцова,woman_tagged_HE,very high,7,0,HE
Татьяна Задорожняя,woman_tagged_HE,very high,7,0,HE
Алена Абдрахманова,woman_tagged_HE,very high,7,0,HE
Елена Сноведская,woman_tagged_HE,very high,7,0,HE
Анастасия Рекшинская,woman_tagged_HE,very high,7,0,HE
Юлия Маругина,woman_tagged_HE,very high,7,0,HE
Ирина Сиротина,woman_tagged_HE,very high,7,0,HE
Евгения Немчанинова,woman_tagged_HE,very high,7,0,HE
Алена Смирнова,woman_tagged_HE,very high,7,0,HE
Наталья Полутина,woman_tagged_HE,very high,7,0,HE
Елизавета Чепуркова,woman_tagged_HE,very high,7,0,HE
Элина Абдрашитова,woman_tagged_HE,very high,7,0,HE
Ксения Вечеринина,woman_tagged_HE,very high,7,0,HE
Наталья Костюкова,woman_tagged_HE,very high,7,0,HE
Алина Левтова,woman_tagged_HE,very high,7,0,HE
Анна Прохорова,woman_tagged_HE,very high,7,0,HE
Ирина Дворкина,woman_tagged_HE,very high,7,0,HE
Мария Колчинская,woman_tagged_HE,very high,7,0,HE
Анна Кулагина,woman_tagged_HE,very high,7,0,HE
Анна Маньшина,woman_tagged_HE,very high,7,0,HE
Марина Маньшина,woman_tagged_HE,very high,7,0,HE
Алёна Блинова,woman_tagged_HE,very high,7,0,HE
Марина Колкова,woman_tagged_HE,very high,7,0,HE
Надежда Орехова,woman_tagged_HE,very high,7,0,HE
Наталья Демидова,woman_tagged_HE,very high,7,0,HE
Виктория Ильина,woman_tagged_HE,very high,7,0,HE
Анастасия Светова,woman_tagged_HE,very high,6,1,HE
Ирина Низамова,woman_tagged_HE,very high,7,0,HE
Ольга Дзюба,woman_tagged_HE,high,7,0,HE
Полина Мелека,woman_tagged_HE,high,7,0,HE
Светлана Дяченко,woman_tagged_HE,high,7,0,HE
Юлия Слынько,woman_tagged_HE,high,7,0,HE
Наталья Церетели,woman_tagged_HE,high,7,0,HE
Людмила Подгорбунских,woman_tagged_HE,high,7,0,HE
Диана Керзум,woman_tagged_HE,high,7,0,HE
Алина Ли,woman_tagged_HE,high,7,0,HE
Виктория Боровик,woman_tagged_HE,high,7,0,HE
Дарья Колесник,woman_tagged_HE,high,7,0,HE
Ольга Тында,woman_tagged_HE,high,7,0,HE
Мария Буценец,woman_tagged_HE,high,7,0,HE
Александра Берлина,woman_tagged_HE,medium,7,0,HE
Александра Ермолина,woman_tagged_HE,medium,7,0,HE
Александра Бурчалова,woman_tagged_HE,medium,7,0,HE
Александра Тюкова,woman_tagged_HE,medium,7,0,HE
Лина Павлова,woman_tagged_HE,medium,7,0,HE
Элла Якушева,woman_tagged_HE,medium,7,0,HE
Елена Колезева,woman_tagged_HE,very high,6,0,HE
Алина Стрельцова,woman_tagged_HE,very high,6,0,HE
Юлия Бузычкина,woman_tagged_HE,very high,6,0,HE
Ольга Поволоцкая,woman_tagged_HE,very high,6,0,HE
Мария Орановская-Малецкая,woman_tagged_HE,very high,6,0,HE
Дарья Викторова,woman_tagged_HE,very high,6,0,HE
Юлия Москалёва,woman_tagged_HE,very high,6,0,HE
Лилия Савельева,woman_tagged_HE,very high,6,0,HE
Елизавета Наумова,woman_tagged_HE,very high,6,0,HE
Ирина Добрянская,woman_tagged_HE,very high,6,0,HE
Ирина Холодова,woman_tagged_HE,very high,6,0,HE
Ирина Алисова,woman_tagged_HE,very high,6,0,HE
Светлана Кузина,woman_tagged_HE,very high,6,0,HE
Мария Прокофьева,woman_tagged_HE,very high,6,0,HE
Наталья Масленникова,woman_tagged_HE,very high,6,0,HE
Дарья Амирханова,woman_tagged_HE,very high,6,0,HE
Елена Мурзаева,woman_tagged_HE,very high,6,0,HE
Оксана Образцова,woman_tagged_HE,very high,6,0,HE
Ирина Солдатова,woman_tagged_HE,very high,6,0,HE
Мария Курбанова,woman_tagged_HE,very high,6,0,HE
Элина Малярская,woman_tagged_HE,very high,6,0,HE
Ксения Кашкарова,woman_tagged_HE,very high,6,0,HE
Марина Каргина,woman_tagged_HE,very high,6,0,HE
Ирина Нургалеева,woman_tagged_HE,very high,6,0,HE
Валерия Бараева,woman_tagged_HE,very high,6,0,HE
Алина Селезнева,woman_tagged_HE,very high,6,0,HE
Наталья Иванова,woman_tagged_HE,very high,6,0,HE
Ксения Редунова,woman_tagged_HE,very high,6,0,HE
Анастасия Цепаева,woman_tagged_HE,very high,5,1,HE
Ольга Пыненкова,woman_tagged_HE,very high,6,0,HE
Анастасия Кокоева,woman_tagged_HE,very high,6,0,HE
Елена Аннова,woman_tagged_HE,very high,6,0,HE
Юлия Ледякова,woman_tagged_HE,very high,6,0,HE
Ольга Иоффина,woman_tagged_HE,very high,6,0,HE
Оксана Гнатковская,woman_tagged_HE,very high,6,0,HE
Надежда Кунилова,woman_tagged_HE,very high,6,0,HE
Юлия Погребская,woman_tagged_HE,very high,6,0,HE
Марина Бычкова,woman_tagged_HE,very high,6,0,HE
Наталья Шутова,woman_tagged_HE,very high,6,0,HE
Светлана Бродецкая,woman_tagged_HE,very high,6,0,HE
Татьяна Козлякова,woman_tagged_HE,very high,6,0,HE
Светлана Александрова,woman_tagged_HE,very high,6,0,HE
Татьяна Авсеева,woman_tagged_HE,very high,6,0,HE
Наташа Рябинина,woman_tagged_HE,very high,6,0,HE
Ольга Филатова,woman_tagged_HE,very high,6,0,HE
Марина Борисова,woman_tagged_HE,very high,6,0,HE
Полина Стрекалова,woman_tagged_HE,very high,6,0,HE
Мария Носова,woman_tagged_HE,very high,6,0,HE
Арина Дадалова,woman_tagged_HE,very high,5,1,HE
Ксения Кубекина,woman_tagged_HE,very high,5,1,HE
Валерия Буланова,woman_tagged_HE,very high,5,1,HE
Анна Лойцкер,woman_tagged_HE,high,6,0,HE
Валерия Хан,woman_tagged_HE,high,6,0,HE
Елена Гордынец,woman_tagged_HE,high,6,0,HE
Галина Синеокая,woman_tagged_HE,high,6,0,HE
Елена Бронза,woman_tagged_HE,high,6,0,HE
Анна Димитренко,woman_tagged_HE,high,6,0,HE
Анна Зайдель,woman_tagged_HE,high,6,0,HE
Инна Мельник,woman_tagged_HE,high,6,0,HE
Екатерина Пэк,woman_tagged_HE,high,6,0,HE
Елена Петренко,woman_tagged_HE,high,6,0,HE
Мария Рубинштейн,woman_tagged_HE,high,6,0,HE
Юлия Кацович,woman_tagged_HE,high,6,0,HE
Светлана Дзярик,woman_tagged_HE,high,6,0,HE
Евгения Вайнштейн,woman_tagged_HE,high,6,0,HE
Екатерина Карпенко,woman_tagged_HE,high,6,0,HE
Наталья Доценко,woman_tagged_HE,high,6,0,HE
Алина Капитанчук,woman_tagged_HE,high,6,0,HE
Вика Бунимович,woman_tagged_HE,high,6,0,HE
Ольга Шумейко,woman_tagged_HE,high,6,0,HE
Дарья Марченко,woman_tagged_HE,high,6,0,HE
Арсэна Атнагулова,woman_tagged_HE,medium,6,0,HE
Мара Могилевская,woman_tagged_HE,medium,6,0,HE
Александра Шестова,woman_tagged_HE,medium,6,0,HE
Александра Сухорукова,woman_tagged_HE,medium,6,0,HE
Алла Васильева,woman_tagged_HE,medium,6,0,HE
Ася Парфенова,woman_tagged_HE,medium,6,0,HE
Алла Каширская,woman_tagged_HE,medium,6,0,HE
Юлия Забавина,woman_tagged_HE,very high,5,0,HE
Антонина Гапонова,woman_tagged_HE,very high,5,0,HE
Ульяна Бабина,woman_tagged_HE,very high,5,0,HE
Ирина Овчинникова,woman_tagged_HE,very high,5,0,HE
Екатерина Руссова,woman_tagged_HE,very high,5,0,HE
Наталья Тарасова,woman_tagged_HE,very high,5,0,HE
Анна Копылова,woman_tagged_HE,very high,5,0,HE
Инна Кулакова,woman_tagged_HE,very high,5,0,HE
Ирина Морозовская,woman_tagged_HE,very high,5,0,HE
Наталья Сулагаева,woman_tagged_HE,very high,5,0,HE
Марина Россолова,woman_tagged_HE,very high,5,0,HE
Нина Скорятина,woman_tagged_HE,very high,5,0,HE
Мария Дробышева,woman_tagged_HE,very high,5,0,HE
Елена Королёва,woman_tagged_HE,very high,5,0,HE
Надежда Богданова,woman_tagged_HE,very high,5,0,HE
Ирина Ярославцева,woman_tagged_HE,very high,5,0,HE
Светлана Кутузова,woman_tagged_HE,very high,5,0,HE
Елена Медведева,woman_tagged_HE,very high,5,0,HE
Юлия Юдакова,woman_tagged_HE,very high,5,0,HE
Мария Снегерёва,woman_tagged_HE,very high,5,0,HE
Татьяна Иванова,woman_tagged_HE,very high,5,0,HE
Дина Шеметова,woman_tagged_HE,very high,5,0,HE
Анастасия Поскотинова,woman_tagged_HE,very high,5,0,HE
Екатерина Сальникова,woman_tagged_HE,very high,5,0,HE
Елена Леменёва,woman_tagged_HE,very high,5,0,HE
Анастасия Шилова,woman_tagged_HE,very high,5,0,HE
Ирина Андреева,woman_tagged_HE,very high,5,0,HE
Наталья Акопова,woman_tagged_HE,very high,5,0,HE
Ольга Нефёдова,woman_tagged_HE,very high,5,0,HE
Анна Дюбина,woman_tagged_HE,very high,5,0,HE
Ксения Егорова,woman_tagged_HE,very high,5,0,HE
Елена Васильева,woman_tagged_HE,very high,5,0,HE
Алина Иохвидова,woman_tagged_HE,very high,5,0,HE
Екатерина Горбунова,woman_tagged_HE,very high,5,0,HE
Елена Баева,woman_tagged_HE,very high,5,0,HE
Лидия Чекалова,woman_tagged_HE,very high,5,0,HE
Юлия Быстрова,woman_tagged_HE,very high,5,0,HE
Мария Грекова,woman_tagged_HE,very high,5,0,HE
Ирина Песчанская,woman_tagged_HE,very high,5,0,HE
Татьяна Лебедева,woman_tagged_HE,very high,5,0,HE
Анна Костерина,woman_tagged_HE,very high,5,0,HE
Алина Романцова,woman_tagged_HE,very high,5,0,HE
Ирина Говердовская,woman_tagged_HE,very high,5,0,HE
Вера Шиганова,woman_tagged_HE,very high,5,0,HE
Маргарита Коновалевская,woman_tagged_HE,very high,5,0,HE
Лидия Олевская,woman_tagged_HE,very high,5,0,HE
Юлия Колодяжная,woman_tagged_HE,very high,4,1,HE
Светлана Горьканова,woman_tagged_HE,very high,5,0,HE
Виктория Токарева,woman_tagged_HE,very high,5,0,HE
Дина Алеева,woman_tagged_HE,very high,5,0,HE
Екатерина Сержанина,woman_tagged_HE,very high,4,1,HE
Надежда Потрихалина,woman_tagged_HE,very high,5,0,HE
Екатерина Воробьёва,woman_tagged_HE,very high,5,0,HE
Виктория Рыжих,woman_tagged_HE,high,5,0,HE
Мария Топаж,woman_tagged_HE,high,5,0,HE
Влада Лукасик,woman_tagged_HE,high,5,0,HE
Анна Лунин,woman_tagged_HE,high,5,0,HE
Дарья Шапиро,woman_tagged_HE,high,5,0,HE
Ольга Берёзко,woman_tagged_HE,high,5,0,HE
Оксана Горелик,woman_tagged_HE,high,5,0,HE
Наталья Кожемяко,woman_tagged_HE,high,5,0,HE
Виктория Качур,woman_tagged_HE,high,5,0,HE
Евгения Пастернак,woman_tagged_HE,high,5,0,HE
Анна Вайнер,woman_tagged_HE,high,5,0,HE
Анастасия Шолом,woman_tagged_HE,high,5,0,HE
Раиса Меерсон,woman_tagged_HE,high,5,0,HE
Татьяна Зубенко,woman_tagged_HE,high,5,0,HE
Татьяна Овчаренко,woman_tagged_HE,high,5,0,HE
Анна Арутюнян,woman_tagged_HE,high,5,0,HE
Светлана Борок,woman_tagged_HE,high,5,0,HE
Анна Скоропад,woman_tagged_HE,high,5,0,HE
Татьяна Придченко,woman_tagged_HE,high,5,0,HE
Елена Лесных,woman_tagged_HE,high,5,0,HE
Инна Дехтярь,woman_tagged_HE,high,5,0,HE
Валерия Юрченко,woman_tagged_HE,high,5,0,HE
Регина Кацман,woman_tagged_HE,high,5,0,HE
